Construct;PercentHead;Time
GFP;97,2677;4
GFP;91,2388;4
GFP;99,2482;4
GFP;85,5156;4
GFP;93,8359;4
GFP;88,843;4
GFP;97,6326;4
GFP;84,7657;4
GFP;99,938;4
GFP;95,8207;4
GFP;90,5;4
GFP;96,9383;4
GFP;93,2309;4
GFP;97,4069;4
GFP;98,0299;4
GFP;90,243;4
GFP;92,788;4
GFP;94,7656;4
GFP;95,3776;4
GFP;94,2056;4
GFP;95,0712;4
GFP;94,9602;4
GFP;97,2753;4
GFP;96,3209;4
GFP;95,0208;4
GFP;86,5188;4
GFP;98,2256;4
GFP;86,4921;4
GFP;93,6235;4
GFP;89,6585;4
GFP;95,2981;4
GFP;96,5882;4
GFP;88,5726;4
GFP;85,9047;4
GFP;92,2434;4
GFP;96,6044;4
GFP;98,7518;4
GFP;95,1207;4
GFP;90,9185;4
GFP;96,7071;4
GFP;97,8031;4
GFP;91,3321;4
GFP;88,5609;4
GFP;94,3222;4
GFP;97,6676;4
GFP;97,5482;4
GFP;96,7701;4
GFP;95,8776;4
GFP;90,7244;4
GFP;95,7687;4
GFP;97,5793;4
GFP;90,5953;4
GFP;97,3956;4
GFP;96,0435;4
GFP;93,7934;4
GFP;95,7121;4
GFP;88,7967;4
GFP;96,7809;4
GFP;87,6249;4
GFP;94,641;4
GFP;90,3642;4
GFP;95,0102;4
GFP;91,1825;4
GFP;98,3016;4
GFP;96,8028;4
GFP;92,5574;4
GFP;98,8166;4
GFP;92,4512;4
GFP;98,1702;4
GFP;99,995;4
GFP;97,1869;4
GFP;81,5403;4
GFP;98,5021;4
GFP;83,6365;4
GFP;99,3461;4
GFP;99,9946;4
GFP;97,3143;4
GFP;97,7373;4
GFP;92,1768;4
GFP;98,7604;4
GFP;97,6795;4
GFP;98,4004;4
GFP;98,088;4
GFP;99,9953;4
GFP;99,0209;4
GFP;99,9928;4
GFP;95,9217;4
GFP;91,3337;4
GFP;98,8754;4
GFP;99,7548;4
GFP;94,9544;4
GFP;99,364;4
GFP;93,5628;4
GFP;96,2118;4
GFP;93,031;4
GFP;98,598;4
GFP;91,3267;4
GFP;99,0738;4
GFP;99,9769;4
GFP;97,2295;4
GFP;98,3944;4
GFP;99,4588;4
GFP;99,3011;4
GFP;96,813;4
GFP;96,7237;4
GFP;99,1527;4
GFP;99,2236;4
GFP;95,5207;4
GFP;94,5233;4
GFP;95,4795;4
GFP;95,359;4
GFP;97,5719;4
GFP;98,9972;4
GFP;98,1697;4
GFP;96,8342;4
GFP;98,887;4
GFP;93,622;4
GFP;97,6031;4
GFP;98,1269;4
GFP;98,7649;4
GFP;96,6361;4
GFP;91,0847;4
GFP;95,335;4
GFP;98,9226;4
GFP;96,8262;4
GFP;97,386;4
GFP;97,3003;4
GFP;96,065;4
GFP;99,7912;4
GFP;98,1943;4
GFP;98,9785;4
GFP;95,9925;4
GFP;95,9495;4
GFP;99,3364;4
GFP;91,6454;4
GFP;97,4032;4
GFP;97,9829;4
GFP;94,4644;4
GFP;95,856;4
GFP;94,1258;4
GFP;97,2024;4
GFP;97,8429;4
GFP;95,9248;4
GFP;99,0035;4
GFP;99,9945;4
GFP;99,9085;4
GFP;96,4702;4
GFP;99,5093;4
GFP;98,5269;4
GFP;99,5086;4
GFP;99,9102;4
GFP;96,474;4
GFP;98,082;4
GFP;99,9936;4
GFP;95,6705;4
GFP;97,3029;4
GFP;97,9186;4
GFP;95,5743;4
GFP;99,8719;4
GFP;96,7248;4
GFP;97,9862;4
GFP;97,6704;4
GFP;97,5582;4
GFP;99,9976;4
GFP;94,7807;4
GFP;89,3838;4
GFP;96,73;4
GFP;97,4144;4
GFP;96,0919;4
GFP;96,2407;4
GFP;90,4901;4
GFP;96,0741;4
GFP;99,061;4
GFP;98,7216;4
GFP;95,9255;4
GFP;99,6839;4
GFP;99,3965;4
GFP;98,3973;4
GFP;95,6687;4
GFP;98,8789;4
GFP;91,5481;4
GFP;97,0854;4
GFP;94,6834;4
GFP;75,8973;4
GFP;94,5497;4
GFP;95,8077;4
GFP;97,2255;4
GFP;93,9869;4
GFP;94,9085;4
GFP;93,3897;4
GFP;91,765;4
GFP;98,489;4
GFP;98,8087;4
GFP;91,4524;4
GFP;96,9391;4
GFP;94,4835;4
GFP;95,1144;4
GFP;97,5534;4
GFP;97,4046;4
GFP;95,5476;4
GFP;94,7979;4
GFP;98,0703;4
GFP;91,7469;4
GFP;89,8721;4
GFP;95,7051;4
GFP;94,3448;4
GFP;93,4565;4
GFP;98,8078;4
GFP;97,6506;4
GFP;96,3025;4
GFP;97,7397;4
