Experiment;Construct;PercentHead;TimePoint
NN;CP105;99,9941;3
NN;CP105;99,9941;3
NN;CP105;99,9953;3
NN;CP105;97,1251;3
NN;CP105;99,8566;3
NN;CP105;99,9915;3
NN;CP105;99,9984;3
NN;CP105;99,9988;3
NN;CP105;99,995;3
NN;CP105;97,0966;3
NN;CP105;97,7482;3
NN;CP105;99,9943;3
NN;CP105;99,9976;3
NN;CP105;99,996;3
NN;CP105;99,9932;3
NN;CP105;99,9946;3
NN;CP105;99,9958;3
NN;CP105;99,9974;3
NN;CP105;97,1773;3
NN;CP105;97,2615;3
NN;CP105;99,9963;3
NN;CP105;99,9963;3
NN;CP105;99,238;3
NN;CP105;96,5145;3
NN;CP105;97,9467;3
NN;CP105;99,9919;3
NN;CP105;90,9879;3
NN;CP105;98,4566;3
NN;CP105;95,8129;3
NN;CP105;99,9927;3
NN;CP105;99,994;3
NN;CP105;97,9925;3
NN;CP105;99,9926;3
NN;CP105;99,9939;3
NN;CP105;99,9982;3
NN;CP105;98,3389;3
NN;CP105;99,9919;3
NN;CP105;99,9955;3
NN;CP105;99,9963;3
NN;CP105;99,9967;3
NN;CP105;99,9968;3
NN;CP105;98,88;3
NN;CP105;99,997;3
NN;CP105;98,0826;3
NN;CP105;98,8744;3
NN;CP105;99,2277;3
NN;CP105;99,9951;3
NN;CP105;99,9953;3
NN;CP105;99,9972;3
NN;CP105;98,0752;3
NN;CP105;99,3076;3
NN;CP105;99,8826;3
NN;CP105;99,9959;3
NN;CP105;99,3707;3
NN;CP105;99,4722;3
NN;CP105;99,9952;3
NN;CP105;99,9964;3
NN;CP105;99,9968;3
NN;CP105;99,9974;3
NN;CP105;99,388;3
NN;CP105;99,992;3
NN;CP105;99,995;3
NN;CP105;99,2163;3
NN;CP105;99,9946;3
NN;CP105;99,9964;3
NN;CP105;98,596;3
NN;CP105;99,996;3
NN;CP105;99,7172;3
NN;CP105;99,9978;3
NN;CP105;99,9901;3
NN;CP105;99,9938;3
NN;CP105;99,9948;3
NN;CP105;99,9952;3
NN;CP105;99,4555;3
NN;CP105;99,9179;3
NN;CP105;99,9947;3
NN;CP105;99,9967;3
NN;CP105;99,9986;3
NN;CP105;99,3617;3
NN;CP105;99,9951;3
NN;CP105;99,9956;3
NN;CP105;99,9958;3
NN;CP105;99,9964;3
NN;CP105;99,9967;3
NN;CP105;99,9973;3
NN;CP105;99,1821;3
NN;CP105;99,2656;3
NN;CP105;99,3274;3
NN;CP105;99,9971;3
NN;CP105;99,9982;3
NN;CP105;99,9988;3
NN;CP105;96,833;3
NN;CP105;97,279;3
NN;CP105;97,491;3
NN;CP105;98,435;3
NN;CP105;96,8249;3
NN;CP105;97,7677;3
NN;CP105;99,0417;3
NN;CP105;94,9419;3
NN;CP105;95,6516;3
NN;CP105;96,8894;3
NN;CP105;97,5226;3
NN;CP105;95,2797;3
NN;CP105;97,8319;3
NN;CP105;98,1257;3
NN;CP105;99,0367;3
NN;CP105;99,2814;3
NN;CP105;99,7727;3
NN;CP105;97,55;3
NN;CP105;96,352;3
NN;CP105;97,272;3
NN;CP105;93,4176;3
NN;CP105;93,5514;3
NN;CP105;96,3549;3
NN;CP105;96,7571;3
NN;CP105;97,0376;3
NN;CP105;97,2361;3
NN;CP105;97,2626;3
NN;CP105;97,8573;3
NN;CP105;98,2697;3
NN;CP105;98,3653;3
NN;CP105;98,4203;3
NN;CP105;98,4331;3
NN;CP105;98,4505;3
NN;CP105;99,9984;3
NN;CP105;95,8216;3
NN;CP105;96,2804;3
NN;CP105;97,5304;3
NN;CP105;98,5235;3
NN;CP105;98,508;3
NN;CP105;99,995;3
NN;CP105;90,3706;3
NN;CP105;94,9327;3
NN;CP105;95,7714;3
NN;CP105;97,5971;3
NN;CP105;99,2219;3
NN;CP105;99,9962;3
NN;CP105;97,5489;3
NN;CP105;97,9202;3
NN;CP105;98,8964;3
NN;CP105;99,9961;3
NN;CP105;97,13;3
NN;CP105;94,8145;3
NN;CP105;99,4018;3
NN;CP105;99,9956;3
NN;CP105;99,9958;3
NN;CP105;99,9966;3
NN;CP105;99,9979;3
NN;CP105;96,2607;3
NN;CP105;97,5845;3
NN;CP105;97,9893;3
NN;CP105;98,7876;3
NN;CP105;99,7637;3
NN;CP105;95,725;3
NN;CP105;93,7934;3
NN;CP105;94,5142;3
NN;CP105;96,1532;3
NN;CP105;96,2082;3
NN;CP105;98,1166;3
NN;CP105;99,3257;3
NN;CP105;99,9967;3
NN;CP105;99,996;3
NN;CP105;97,4193;3
NN;CP105;97,4818;3
NN;CP105;97,9465;3
NN;CP105;98,5687;3
NN;CP105;98,5907;3
NN;CP105;99,5596;3
NN;CP105;99,7346;3
NN;CP105;99,9977;3
NN;CP105;97,628;3
NN;CP105;96,2625;3
NN;CP105;97,5918;3
NN;CP105;97,9901;3
NN;CP105;98,2282;3
NN;CP105;99,3724;3
NN;CP105;99,6586;3
NN;CP105;99,8487;3
NN;CP105;92,0418;3
NN;CP105;95,6452;3
NN;CP105;97,3299;3
NN;CP105;97,4225;3
NN;CP105;98,3547;3
NN;CP105;99,0578;3
NN;CP105;99,8141;3
NN;CP105;99,8865;3
NN;CP105;99,9935;3
NN;CP105;99,9951;3
NN;CP105;99,9992;3
NN;CP105;100;3
NN;CP105;95,0768;3
NN;CP105;97,1695;3
NN;CP105;99,4192;3
NN;CP105;99,7995;3
NN;CP105;99,8312;3
NN;CP105;99,9053;3
NN;CP105;100;3
NN;CP105;96,9727;3
NN;CP105;98,5258;3
NN;CP105;98,7904;3
NN;CP105;99,0407;3
NN;CP105;99,0449;3
NN;CP105;99,1441;3
NN;CP105;99,2948;3
NN;CP105;99,7036;3
NN;CP105;98,18;3
NN;CP105;96,805;3
NN;CP105;96,5583;3
NN;CP105;97,3644;3
NN;CP105;97,5915;3
NN;CP105;98,3487;3
NN;CP105;99,0919;3
NN;CP105;99,3386;3
NN;CP105;99,4184;3
NN;CP105;99,5705;3
NN;CP105;99,9961;3
NN;CP105;99;3
NN;CP105;95,7732;3
NN;CP105;96,6743;3
NN;CP105;97,8555;3
NN;CP105;98,1311;3
NN;CP105;98,4178;3
NN;CP105;98,8583;3
NN;CP105;99,2546;3
NN;CP105;99,3959;3
NN;CP105;99,4253;3
NN;CP105;99,5297;3
NN;CP105;98,376;3
NN;CP105;98,923;3
NN;CP105;95,5474;3
NN;CP105;97,3077;3
NN;CP105;98,9905;3
NN;CP105;99,8043;3
NN;CP105;99,9921;3
NN;CP105;99,9948;3
NN;CP105;99,9992;3
NN;CP105;98,33;3
NN;CP105;99,631;3
NN;CP105;96,1877;3
NN;CP105;97,2894;3
NN;CP105;97,4407;3
NN;CP105;98,1315;3
NN;CP105;99,9975;3
NN;CP105;99,9979;3
NN;CP105;98,362;3
NN;CP105;91,7414;3
NN;CP105;97,0051;3
NN;CP105;97,2523;3
NN;CP105;98,0836;3
NN;CP105;98,6663;3
NN;CP105;98,7688;3
NN;CP105;99,1555;3
NN;CP105;99,9965;3
NN;CP105;98,7449;3
NN;CP105;99,9931;3
NN;CP105;99,9933;3
NN;CP105;99,9986;3
NN;CP105;93,7447;3
NN;CP105;96,9074;3
NN;CP105;98,0579;3
NN;CP105;99,3639;3
NN;CP105;99,4303;3
NN;CP105;99,9917;3
NN;CP105;99,9941;3
NN;CP105;99,9943;3
NN;CP105;97,9764;3
NN;CP105;97,9892;3
NN;CP105;98,7724;3
NN;CP105;99,8876;3
NN;CP105;99,9942;3
NN;CP105;99,9969;3
NN;CP105;99,995;3
NN;CP105;94,7773;3
NN;CP105;96,4154;3
NN;CP105;98,0297;3
NN;CP105;99,2515;3
NN;CP105;99,8802;3
NN;CP105;99,9945;3
NN;CP105;89,4595;3
NN;CP105;97,1601;3
NN;CP105;97,3996;3
NN;CP105;98,1523;3
NN;CP105;98,3267;3
NN;CP105;98,7154;3
NN;CP105;99,9958;3
NN;CP105;99,9958;3
NN;CP105;99,9966;3
NN;CP105;99,9981;3
NN;CP105;89,7512;3
NN;CP105;96,5837;3
NN;CP105;98,0758;3
NN;CP105;99,9941;3
NN;CP105;99,9977;3
NN;CP105;99,9977;3
AN;CP105;92,557;4
AN;CP105;97,565;4
AN;CP105;91,7726;4
AN;CP105;94,8432;4
AN;CP105;95,3916;4
AN;CP105;95,9754;4
AN;CP105;96,2833;4
AN;CP105;79,834;4
AN;CP105;90,7653;4
AN;CP105;91,8765;4
AN;CP105;92,4727;4
AN;CP105;94,5984;4
AN;CP105;97,1283;4
AN;CP105;92,6408;4
AN;CP105;95,0032;4
AN;CP105;84,101;4
AN;CP105;89,3226;4
AN;CP105;99,4672;4
AN;CP105;85,1168;4
AN;CP105;94,1125;4
AN;CP105;94,2469;4
AN;CP105;94,2532;4
AN;CP105;94,6765;4
AN;CP105;95,3779;4
AN;CP105;90,2411;4
AN;CP105;98,0905;4
AN;CP105;95,768;4
AN;CP105;96,8347;4
AN;CP105;99,7637;4
AN;CP105;94,5987;4
AN;CP105;95,2361;4
AN;CP105;95,3511;4
AN;CP105;83,7081;4
AN;CP105;91,0924;4
AN;CP105;92,4594;4
AN;CP105;93,9743;4
AN;CP105;93,3299;4
AN;CP105;93,6185;4
AN;CP105;96,4913;4
AN;CP105;96,5324;4
AN;CP105;93,486;4
AN;CP105;97,116;4
AN;CP105;97,202;4
AN;CP105;88,7314;4
AN;CP105;97,2023;4
AN;CP105;97,2299;4
AN;CP105;97,4899;4
AN;CP105;99,6626;4
AN;CP105;97,54;4
AN;CP105;94,147;4
AN;CP105;91,1699;4
AN;CP105;93,5607;4
AN;CP105;95,5271;4
AN;CP105;95,6999;4
AN;CP105;95,8331;4
AN;CP105;96,1395;4
AN;CP105;97,0593;4
AN;CP105;99,9928;4
AN;CP105;89,9239;4
AN;CP105;94,8016;4
AN;CP105;97,4139;4
AN;CP105;97,8704;4
AN;CP105;95,995;4
AN;CP105;94,2481;4
AN;CP105;95,3376;4
AN;CP105;98,4448;4
AN;CP105;93,6317;4
AN;CP105;94,4461;4
AN;CP105;96,0129;4
AN;CP105;98,1197;4
AN;CP105;85,2372;4
AN;CP105;93,5249;4
AN;CP105;94,1688;4
AN;CP105;95,5524;4
AN;CP105;99,5015;4
AN;CP105;99,7181;4
AN;CP105;85,937;4
AN;CP105;98,351;4
AN;CP105;85,3455;4
AN;CP105;91,0446;4
AN;CP105;93,4553;4
AN;CP105;97,8186;4
AN;CP105;92,2099;4
AN;CP105;93,4659;4
AN;CP105;96,9872;4
AN;CP105;97,3198;4
AN;CP105;97,6157;4
AN;CP105;99,3108;4
AN;CP105;99,9941;4
AN;CP105;99,9942;4
AN;CP105;91,688;4
AN;CP105;97,616;4
AN;CP105;92,6346;4
AN;CP105;93,9568;4
AN;CP105;94,1138;4
AN;CP105;94,4676;4
AN;CP105;98,3244;4
AN;CP105;99,9813;4
AN;CP105;91,9829;4
AN;CP105;92,3259;4
AN;CP105;92,5059;4
AN;CP105;94,3485;4
AN;CP105;95,4721;4
AN;CP105;97,2097;4
AN;CP105;98,4853;4
AN;CP105;94,0653;4
AN;CP105;95,0791;4
AN;CP105;95,2451;4
AN;CP105;96,2267;4
AN;CP105;96,6952;4
AN;CP105;97,6074;4
AN;CP105;99,2125;4
AN;CP105;99,9087;4
AN;CP105;86,69;4
AN;CP105;86,756;4
AN;CP105;80,3319;4
AN;CP105;91,4246;4
AN;CP105;93,7233;4
AN;CP105;94,4367;4
AN;CP105;95,0522;4
AN;CP105;96,4212;4
AN;CP105;97,8433;4
AN;CP105;99,9927;4
AN;CP105;98,523;4
AN;CP105;82,1952;4
AN;CP105;91,7552;4
AN;CP105;96,6507;4
AN;CP105;97,9934;4
AN;CP105;85,928;4
AN;CP105;88,1239;4
AN;CP105;94,6372;4
AN;CP105;94,6501;4
AN;CP105;96,2769;4
AN;CP105;97,2139;4
AN;CP105;98,1066;4
AN;CP105;98,3569;4
AN;CP105;98,4723;4
AN;CP105;98,4848;4
AN;CP105;99,8406;4
AN;CP105;87,0811;4
AN;CP105;91,5455;4
AN;CP105;92,8177;4
AN;CP105;93,0074;4
AN;CP105;94,0371;4
AN;CP105;96,8424;4
AN;CP105;97,7177;4
AN;CP105;98,724;4
AN;CP105;92,6811;4
AN;CP105;95,5137;4
AN;CP105;97,5431;4
AN;CP105;97,7242;4
AN;CP105;98,1612;4
AN;CP105;98,5999;4
AN;CP105;80,3526;4
AN;CP105;88,5845;4
AN;CP105;89,9124;4
AN;CP105;95,0521;4
AN;CP105;96,6175;4
AN;CP105;97,8597;4
AN;CP105;99,9942;4
AN;CP105;89,457;4
AN;CP105;95,336;4
AN;CP105;82,0459;4
AN;CP105;93,4243;4
AN;CP105;94,8601;4
AN;CP105;95,3593;4
AN;CP105;96,5594;4
AN;CP105;97,0057;4
AN;CP105;97,1089;4
AN;CP105;97,4139;4
AN;CP105;99,7824;4
AN;CP105;89,4141;4
AN;CP105;94,7514;4
AN;CP105;95,0991;4
AN;CP105;95,2643;4
AN;CP105;95,5642;4
AN;CP105;99,8801;4
AN;CP105;94,3699;4
AN;CP105;99,8124;4
AN;CP105;99,825;4
AN;CP105;94,7312;4
AN;CP105;97,1901;4
AN;CP105;93,3566;4
AN;CP105;97,2313;4
AN;CP105;98,3953;4
AN;CP105;98,5572;4
AN;CP105;99,5539;4
AN;CP105;99,271;4
AN;CP105;94,4326;4
AN;CP105;99,1163;4
AN;CP105;98,288;4
AN;CP105;90,9901;4
AN;CP105;92,9258;4
AN;CP105;96,1945;4
AN;CP105;99,28;4
AN;CP105;86,1639;4
AN;CP105;91,8425;4
AN;CP105;96,2157;4
AN;CP105;90,8966;4
AN;CP105;92,8856;4
AN;CP105;95,0491;4
AN;CP105;95,9137;4
AN;CP105;96,4623;4
AN;CP105;98,6616;4
AN;CP105;93,0559;4
AN;CP105;93,7088;4
AN;CP105;99,9712;4
AN;CP105;79,1589;4
AN;CP105;91,4471;4
AN;CP105;95,3235;4
AN;CP105;96,4217;4
AN;CP105;96,4914;4
AN;CP105;98,0228;4
AN;CP105;89,7466;4
AN;CP105;94,4936;4
AN;CP105;95,3149;4
AN;CP105;96,7492;4
AN;CP105;98,3739;4
AN;CP105;97,72;4
AN;CP105;86,2622;4
AN;CP105;93,2615;4
AN;CP105;94,6232;4
AN;CP105;94,9255;4
AN;CP105;95,7481;4
AN;CP105;97,4998;4
AN;CP105;98,1568;4
AN;CP105;99,9998;4
AN;CP105;90,005;4
AN;CP105;87,7244;4
AN;CP105;92,0102;4
AN;CP105;93,0069;4
AN;CP105;97,0582;4
AN;CP105;98,8877;4
AN;CP105;93,906;4
AN;CP105;92,5296;4
AN;CP105;95,5855;4
AN;CP105;97,0478;4
AN;CP105;97,4831;4
AN;CP105;99,5684;4
AN;CP105;95,2328;4
AN;CP105;95,3038;4
AN;CP105;97,3268;4
AN;CP105;99,9892;4
AN;CP105;93,282;4
AN;CP105;89,7429;4
AN;CP105;93,3896;4
AN;CP105;95,6202;4
AN;CP105;96,3918;4
AN;CP105;96,6497;4
AN;CP105;96,7246;4
AN;CP105;91,2747;4
AN;CP105;97,5387;4
AN;CP105;99,0468;4
AN;CP105;89,5123;4
AN;CP105;95,0846;4
AN;CP105;96,8057;4
AN;CP105;98,5658;4
AN;CP105;94,2316;4
AN;CP105;95,3554;4
AN;CP105;95,3967;4
AN;CP105;95,5548;4
AN;CP105;97,3792;4
AN;CP105;98,4964;4
AN;CP105;99,9971;4
AN;CP105;96,2223;4
AN;CP105;98,4003;4
AN;CP105;98,4363;4
AN;CP105;99,4611;4
AN;CP105;99,9049;4
AN;CP105;92,931;4
AN;CP105;81,05;4
AN;CP105;87,57;4
AN;CP105;97,37;4
AN;CP105;99,39;4
AN;CP105;99,39;4
AN;CP105;99,92;4
AN;CP105;70,47;4
AN;CP105;86,47;4
AN;CP105;94,73;4
AN;CP105;94,78;4
AN;CP105;97,03;4
AN;CP105;97,58;4
AN;CP105;98,01;4
AN;CP105;98,23;4
AN;CP105;98,35;4
AN;CP105;99,35;4
AN;CP105;96,21;4
AN;CP105;91,86;4
AN;CP105;96,94;4
AN;CP105;98;4
AN;CP105;99,43;4
AN;CP105;99,82;4
AN;CP105;100;4
AN;CP105;85,66;4
AN;CP105;92,91;4
AN;CP105;95,26;4
AN;CP105;97;4
AN;CP105;97,07;4
AN;CP105;98,38;4
AN;CP105;99,39;4
AN;CP105;95,59;4
AN;CP105;92,87;4
AN;CP105;94,47;4
AN;CP105;94,64;4
AN;CP105;97,87;4
AN;CP105;98,25;4
AN;CP105;98,5;4
AN;CP105;99,48;4
AN;CP105;96,91;4
AN;CP105;91,37;4
AN;CP105;91,45;4
AN;CP105;91,74;4
AN;CP105;96,54;4
AN;CP105;97,38;4
AN;CP105;99,91;4
AN;CP105;81,4;4
AN;CP105;94,89;4
AN;CP105;96,31;4
AN;CP105;97,33;4
AN;CP105;98,66;4
AN;CP105;98,86;4
AN;CP105;98,87;4
AN;CP105;98,87;4
AN;CP105;99,74;4
AN;CP105;96,17;4
AN;CP105;89,56;4
AN;CP105;95,06;4
AN;CP105;95,42;4
AN;CP105;96,21;4
AN;CP105;98,15;4
AN;CP105;98,43;4
AN;CP105;98,86;4
AN;CP105;98,63;4
AN;CP105;99,07;4
AN;CP105;95,69;4
AN;CP105;97,82;4
AN;CP105;98,28;4
AN;CP105;98,73;4
AN;CP105;76,26;4
AN;CP105;93,73;4
AN;CP105;95,19;4
AN;CP105;95,21;4
AN;CP105;95,85;4
AN;CP105;97,73;4
AN;CP105;97,73;4
AN;CP105;98,09;4
AN;CP105;95,42;4
AN;CP105;85,77;4
AN;CP105;96,5;4
AN;CP105;97,85;4
AN;CP105;93,79;4
AN;CP105;95,89;4
AN;CP105;98,4;4
AN;CP105;98,93;4
AN;CP105;99,75;4
AN;CP105;100;4
AN;CP105;83,25;4
AN;CP105;96,51;4
AN;CP105;97,44;4
AN;CP105;99,4;4
AN;CP105;76,31;4
AN;CP105;93,46;4
AN;CP105;96,6;4
AN;CP105;96,94;4
AN;CP105;98,66;4
AN;CP105;99,45;4
AN;CP105;91,95;4
AN;CP105;95,74;4
AN;CP105;98,77;4
AN;CP105;99,28;4
AN;CP105;99,32;4
AN;CP105;99,79;4
AN;CP105;99,99;4
AN;CP105;96,28;4
AN;CP105;98,4;4
AN;CP105;86,95;4
AN;CP105;88,29;4
AN;CP105;92,73;4
AN;CP105;92,83;4
AN;CP105;93,33;4
AN;CP105;98,5;4
AN;CP105;99,74;4
AN;CP105;91,35;4
AN;CP105;93,19;4
AN;CP105;93,61;4
AN;CP105;95,05;4
AN;CP105;96,91;4
AN;CP105;97,36;4
AN;CP105;97,84;4
AN;CP105;97,96;4
AN;CP105;91,32;4
AN;CP105;95,07;4
AN;CP105;95,63;4
AN;CP105;99,66;4
AN;CP105;89,65;4
AN;CP105;92,2;4
AN;CP105;92,48;4
AN;CP105;96,97;4
AN;CP105;100;4
AN;CP105;88,88;4
AN;CP105;97,29;4
AN;CP105;89,73;4
AN;CP105;96;4
AN;CP105;98,79;4
AN;CP105;98,88;4
AN;CP105;99,37;4
AN;CP105;88,2;4
AN;CP105;92,77;4
AN;CP105;96,13;4
AN;CP105;97,75;4
AN;CP105;99,23;4
AN;CP105;100;4
AN;CP105;100;4
AN;CP105;85;4
AN;CP105;86,52;4
AN;CP105;92,84;4
AN;CP105;97,73;4
AN;CP105;98,07;4
AN;CP105;99,25;4
AN;CP105;99,94;4
AN;CP105;90,86;4
AN;CP105;90,69;4
AN;CP105;95,71;4
AN;CP105;95,78;4
AN;CP105;95,97;4
AN;CP105;96,21;4
AN;CP105;97,04;4
AN;CP105;97,41;4
AN;CP105;99,99;4
AN;CP105;98,97;4
AN;CP105;99,05;4
AN;CP105;92,74;4
AN;CP105;97,31;4
AN;CP105;92,21;4
AN;CP105;92,96;4
AN;CP105;96,02;4
AN;CP105;97,54;4
AN;CP105;97,8;4
AN;CP105;98,17;4
AN;CP105;99,24;4
AN;CP105;99,99;4
AN;CP105;99,99;4
AN;CP105;95,18;4
AN;CP105;96,35;4
AN;CP105;97,78;4
AN;CP105;80,26;4
AN;CP105;96,81;4
AN;CP105;97,27;4
AN;CP105;97,51;4
AN;CP105;99,99;4
AN;CP105;90,25;4
AN;CP105;90,36;4
AN;CP105;90,52;4
AN;CP105;95,79;4
AN;CP105;97,05;4
AN;CP105;99,95;4
AN;CP105;99,99;4
AN;CP105;88,24;4
AN;CP105;94,87;4
AN;CP105;97,32;4
AN;CP105;97,7;4
AN;CP105;98,42;4
AN;CP105;99,99;4
AN;CP105;88,04;4
AN;CP105;93;4
AN;CP105;99,98;4
AN;CP105;92,57;4
AN;CP105;94,21;4
AN;CP105;95,85;4
AN;CP105;99,99;4
AN;CP105;96,34;4
AN;CP105;99,73;4
AN;CP105;99,92;4
AN;CP105;100;4
AN;CP105;87,8;4
AN;CP105;92,89;4
AN;CP105;96,56;4
AN;CP105;97,98;4
AN;CP105;98,48;4
AN;CP105;99,03;4
AN;CP105;93,03;4
AN;CP105;95,86;4
AN;CP105;98,35;4
AN;CP105;91,48;4
AN;CP105;96,38;4
AN;CP105;99,19;4
AN;CP105;99,86;4
AN;CP105;99,24;4
AN;CP105;99,55;4
AN;CP105;93,78;4
AN;CP105;95,05;4
AN;CP105;95,06;4
AN;CP105;95,57;4
AN;CP105;96,27;4
AN;CP105;98,03;4
AN;CP105;98,23;4
AN;CP105;92,98;4
AN;CP105;93,36;4
AN;CP105;94,02;4
AN;CP105;94,56;4
AN;CP105;95,41;4
AN;CP105;96,58;4
AN;CP105;99,97;4
AN;CP105;93,62;4
AN;CP105;97,95;4
AN;CP105;100;4
AN;CP105;90,59;4
AN;CP105;91,84;4
AN;CP105;97,84;4
AN;CP105;98,25;4
AN;CP105;99,99;4
AN;CP105;84,56;4
AN;CP105;90,49;4
AN;CP105;94,37;4
AN;CP105;95,44;4
AN;CP105;95,96;4
AN;CP105;98,58;4
AN;CP105;98,74;4
AN;CP105;99,99;4
AN;CP105;92,2;4
AN;CP105;92,97;4
AN;CP105;91,51;4
AN;CP105;93,64;4
AN;CP105;93,92;4
AN;CP105;94,91;4
AN;CP105;95,6;4
AN;CP105;98,71;4
AN;CP105;99,75;4
AN;CP105;92,68;4
AN;CP105;96,11;4
AN;CP105;96,75;4
AN;CP105;98,68;4
AN;CP105;93,27;4
AN;CP105;96,64;4
AN;CP105;95,4;4
AN;CP105;96,54;4
AN;CP105;98,84;4
AN;CP105;99,77;4
AN;CP105;99,99;4
AN;CP105;99,99;4
AN;CP105;83,31;4
AN;CP105;88,95;4
AN;CP105;98,67;4
AN;CP105;99,88;4
AN;CP105;90,87;4
AN;CP105;87,32;4
AN;CP105;92,97;4
AN;CP105;93,05;4
AN;CP105;96,83;4
AN;CP105;84,06;4
AN;CP105;94,45;4
AN;CP105;95,16;4
AN;CP105;98,42;4
AN;CP105;90,76;4
AN;CP105;95,57;4
AN;CP105;95,72;4
AN;CP105;98,75;4
AN;CP105;98,97;4
AN;CP105;91,74;4
AN;CP105;95,12;4
AN;CP105;99,92;4
AN;CP105;99,98;4
AN;CP105;95,24;4
AN;CP105;95,8;4
AN;CP105;77,1;4
AN;CP105;83,92;4
AN;CP105;87,59;4
AN;CP105;88,08;4
AN;CP105;90,46;4
AN;CP105;90,73;4
AN;CP105;91,2;4
AN;CP105;94,58;4
AN;CP105;95,06;4
AN;CP105;95,54;4
AN;CP105;100;4
AN;CP105;96,45;4
AN;CP105;88,91;4
AN;CP105;90,11;4
AN;CP105;93,53;4
AN;CP105;95,42;4
AN;CP105;95,97;4
AN;CP105;96,33;4
AN;CP105;97,58;4
AN;CP105;98,3;4
AN;CP105;99,51;4
AN;CP105;97,42;4
AN;CP105;90,59;4
AN;CP105;90,72;4
AN;CP105;90,75;4
AN;CP105;96,25;4
AN;CP105;96,33;4
AN;CP105;96,74;4
AN;CP105;98,67;4
AN;CP105;95,1;4
AN;CP105;96,77;4
AN;CP105;96,93;4
AN;CP105;97,25;4
AN;CP105;97,52;4
AN;CP105;98,09;4
AN;CP105;98,74;4
AN;CP105;99,08;4
AN;CP105;90,72;4
AN;CP105;94,84;4
AN;CP105;95,65;4
AN;CP105;95,96;4
AN;CP105;99,71;4
AN;CP105;100;4
AN;CP105;97,99;4
AN;CP105;97,27;4
AN;CP105;97,71;4
AN;CP105;97,78;4
AN;CP105;93,96;4
AN;CP105;94,47;4
AN;CP105;95,31;4
AN;CP105;95,39;4
AN;CP105;95,48;4
AN;CP105;96,54;4
AN;CP105;96,62;4
AN;CP105;99,53;4
AN;CP105;99,55;4
AN;CP105;99,77;4
AN;CP105;90,01;4
AN;CP105;90,76;4
AN;CP105;90,94;4
AN;CP105;94,57;4
AN;CP105;94,68;4
AN;CP105;95,19;4
AN;CP105;96,01;4
AN;CP105;96,54;4
AN;CP105;97,74;4
AN;CP105;93,27;4
AN;CP105;93,46;4
AN;CP105;94,77;4
AN;CP105;95,06;4
AN;CP105;95,07;4
AN;CP105;95,12;4
AN;CP105;95,53;4
AN;CP105;96,6;4
AN;CP105;98,55;4
AN;CP105;98,49;4
AN;CP105;91,95;4
AN;CP105;93,28;4
AN;CP105;93,69;4
AN;CP105;95,62;4
AN;CP105;98,52;4
AN;CP105;99,18;4
AN;CP105;99,68;4
AN;CP105;99,99;4
AN;CP105;84,67;4
AN;CP105;94,16;4
AN;CP105;89,23;4
AN;CP105;92,16;4
AN;CP105;93,29;4
AN;CP105;95,16;4
AN;CP105;95,73;4
AN;CP105;96,58;4
AN;CP105;96,59;4
AN;CP105;99,74;4
AN;CP105;99,88;4
AN;CP105;89,31;4
AN;CP105;93,75;4
AN;CP105;93,9;4
AN;CP105;94,01;4
AN;CP105;98,35;4
AN;CP105;98,48;4
AN;CP105;100;4
AN;CP105;100;4
AN;CP105;87,78;4
AN;CP105;95,55;4
AN;CP105;97,23;4
AN;CP105;99,08;4
AN;CP105;99,99;4
AN;CP105;100;4
AN;CP105;90,03;4
AN;CP105;94,77;4
AN;CP105;95,36;4
AN;CP105;95,53;4
AN;CP105;96,17;4
AN;CP105;96,78;4
AN;CP105;97,22;4
AN;CP105;99,8;4
AN;CP105;99,99;4
AN;CP105;99,99;4
AN;CP105;95,9;4
AN;CP105;97,96;4
AN;CP105;97,97;4
AN;CP105;99,49;4
AN;CP105;99,9;4
AN;CP105;99,99;4
AN;CP105;87,27;4
AN;CP105;92,51;4
AN;CP105;97,06;4
AN;CP105;97,15;4
AN;CP105;98,76;4
AN;CP105;99,97;4
AN;CP105;90,65;4
AN;CP105;93,61;4
AN;CP105;94,66;4
AN;CP105;98,05;4
AN;CP106;76,34;4
AN;CP106;85,05;4
AN;CP106;87,13;4
AN;CP106;93,4;4
AN;CP106;99,97;4
AN;CP106;74,9;4
AN;CP106;97,6;4
AN;CP106;99,05;4
AN;CP106;99,99;4
AN;CP106;90,47;4
AN;CP106;91,28;4
AN;CP106;95,72;4
AN;CP106;95,87;4
AN;CP106;96,74;4
AN;CP106;97,22;4
AN;CP106;90,91;4
AN;CP106;94,74;4
AN;CP106;95,59;4
AN;CP106;99,99;4
AN;CP106;76,65;4
AN;CP106;80,52;4
AN;CP106;92,65;4
AN;CP106;93,18;4
AN;CP106;64,01;4
AN;CP106;86,7;4
AN;CP106;90,33;4
AN;CP106;92,69;4
AN;CP106;89,54;4
AN;CP106;92,89;4
AN;CP106;93,32;4
AN;CP106;96,25;4
AN;CP106;97,6;4
AN;CP106;92,32;4
AN;CP106;92,83;4
AN;CP106;98,29;4
AN;CP106;89,46;4
AN;CP106;92,62;4
AN;CP106;96,69;4
AN;CP106;80,92;4
AN;CP106;92,49;4
AN;CP106;94,61;4
AN;CP106;95,26;4
AN;CP106;90,91;4
AN;CP106;97,45;4
AN;CP106;97,61;4
AN;CP106;83,43;4
AN;CP106;96,3;4
