Experiment;Construct;PercentHead;TimePoint
AN;CP106;98,66;4
AN;CP106;87,2;4
AN;CP106;91,41;4
AN;CP106;91,73;4
AN;CP106;93,51;4
AN;CP106;95,47;4
AN;CP106;85,94;4
AN;CP106;89,58;4
AN;CP106;95,1;4
AN;CP106;95,79;4
AN;CP106;88,33;4
AN;CP106;91,69;4
AN;CP106;95,06;4
AN;CP106;95,71;4
AN;CP106;97,4;4
AN;CP106;95,12;4
AN;CP106;96,02;4
AN;CP106;96,22;4
AN;CP106;98,83;4
AN;CP106;100;4
AN;CP106;89,38;4
AN;CP106;91,55;4
AN;CP106;93,69;4
AN;CP106;94,21;4
AN;CP106;94,42;4
AN;CP106;99,97;4
AN;CP106;90,95;4
AN;CP106;92,68;4
AN;CP106;98,11;4
AN;CP106;90,35;4
AN;CP106;95,72;4
AN;CP106;98,1;4
AN;CP106;90,52;4
AN;CP106;92,11;4
AN;CP106;94,68;4
AN;CP106;97,34;4
AN;CP106;90,42;4
AN;CP106;96;4
AN;CP106;96,62;4
AN;CP106;99,1;4
AN;CP106;99,99;4
AN;CP106;91,82;4
AN;CP106;97,78;4
AN;CP106;85,84;4
AN;CP106;88,45;4
AN;CP106;94,24;4
AN;CP106;96,11;4
AN;CP106;96,2;4
AN;CP106;98,91;4
AN;CP106;86,22;4
AN;CP106;87,31;4
AN;CP106;92,74;4
AN;CP106;96,56;4
AN;CP106;96,76;4
AN;CP106;85,06;4
AN;CP106;86,17;4
AN;CP106;93,15;4
AN;CP106;98,57;4
AN;CP106;78,29;4
AN;CP106;89,62;4
AN;CP106;94,99;4
AN;CP106;97,73;4
AN;CP106;88,6;4
AN;CP106;90,41;4
AN;CP106;92,43;4
AN;CP106;93,59;4
AN;CP106;95,03;4
AN;CP106;97,3;4
AN;CP106;65,08;4
AN;CP106;85,47;4
AN;CP106;87,91;4
AN;CP106;91,66;4
AN;CP106;96,09;4
AN;CP106;97,73;4
AN;CP106;91,58;4
AN;CP106;93,58;4
AN;CP106;94,16;4
AN;CP106;96,26;4
AN;CP106;98,3;4
AN;CP106;92,77;4
AN;CP106;96,58;4
AN;CP106;98,8;4
AN;CP106;86,62;4
AN;CP106;91,08;4
AN;CP106;93,55;4
AN;CP106;93,81;4
AN;CP106;93,83;4
AN;CP106;95,96;4
AN;CP106;96,1;4
AN;CP106;96,73;4
AN;CP106;97,16;4
AN;CP106;97,86;4
AN;CP106;93;4
AN;CP106;94,98;4
AN;CP106;98,78;4
AN;CP106;90,49;4
AN;CP106;96,18;4
AN;CP106;99,99;4
AN;CP106;95,25;4
AN;CP106;95,57;4
AN;CP106;99,09;4
AN;CP106;94,74;4
AN;CP106;95,89;4
AN;CP106;99,24;4
AN;CP106;94,95;4
AN;CP106;95,49;4
AN;CP106;95,83;4
AN;CP106;87,17;4
AN;CP106;90,44;4
AN;CP106;95,38;4
AN;CP106;96,4;4
AN;CP106;85,65;4
AN;CP106;90,97;4
AN;CP106;94,76;4
AN;CP106;81,49;4
AN;CP106;90,61;4
AN;CP106;93,99;4
AN;CP106;95,56;4
AN;CP106;80,16;4
AN;CP106;90,09;4
AN;CP106;92,78;4
AN;CP106;93,25;4
AN;CP106;89,84;4
AN;CP106;91,95;4
AN;CP106;92,27;4
AN;CP106;97,13;4
AN;CP106;97,28;4
AN;CP106;79,31;4
AN;CP106;92,44;4
AN;CP106;96,2;4
AN;CP106;83,33;4
AN;CP106;93,51;4
AN;CP106;93,52;4
AN;CP106;89,06;4
AN;CP106;90,45;4
AN;CP106;94,29;4
AN;CP106;95,54;4
AN;CP106;95,71;4
AN;CP106;95,77;4
AN;CP106;97,03;4
AN;CP106;95,31;4
AN;CP106;99,55;4
AN;CP106;85,96;4
AN;CP106;95,41;4
AN;CP106;95,78;4
AN;CP106;98,32;4
AN;CP106;100;4
AN;CP106;90,81;4
AN;CP106;90,85;4
AN;CP106;92,98;4
AN;CP106;94,57;4
AN;CP106;95,48;4
AN;CP106;87,95;4
AN;CP106;92,66;4
AN;CP106;97,79;4
AN;CP106;94,84;4
AN;CP106;97,25;4
AN;CP106;91,54;4
AN;CP106;100;4
AN;CP106;96,5134;4
AN;CP106;92,6826;4
AN;CP106;79,7265;4
AN;CP106;85,4821;4
AN;CP106;79,6037;4
AN;CP106;85,7584;4
AN;CP106;79,8721;4
AN;CP106;94,0941;4
AN;CP106;85,9264;4
AN;CP106;94,8806;4
AN;CP106;91,6505;4
AN;CP106;92,0068;4
AN;CP106;88,9849;4
AN;CP106;88,2191;4
AN;CP106;89,3865;4
AN;CP106;91,2307;4
AN;CP106;84,4942;4
AN;CP106;85,917;4
AN;CP106;84,7057;4
AN;CP106;85,3489;4
AN;CP106;83,831;4
AN;CP106;89,7774;4
AN;CP106;95,8849;4
AN;CP106;90,1495;4
AN;CP106;89,9365;4
AN;CP106;80,987;4
AN;CP106;81,4965;4
AN;CP106;82,5897;4
AN;CP106;79,0975;4
AN;CP106;87,6428;4
AN;CP106;96,3268;4
AN;CP106;82,6848;4
AN;CP106;85,366;4
AN;CP106;91,9407;4
AN;CP106;83,4442;4
AN;CP106;91,4459;4
AN;CP106;93,089;4
AN;CP106;80,8281;4
AN;CP106;98,4792;4
AN;CP106;95,7495;4
AN;CP106;68,3404;4
AN;CP106;94,9595;4
AN;CP106;90,128;4
AN;CP106;96,8034;4
AN;CP106;67,5422;4
AN;CP106;97,4555;4
AN;CP106;83,7104;4
AN;CP106;69,1166;4
AN;CP106;70,5473;4
AN;CP106;92,0496;4
AN;CP106;89,5031;4
AN;CP106;92,686;4
AN;CP106;79,6431;4
AN;CP106;68,2449;4
AN;CP106;68,9119;4
AN;CP106;67,5153;4
AN;CP106;94,7986;4
AN;CP106;90,4798;4
AN;CP106;97,7732;4
AN;CP106;94,6401;4
AN;CP106;92,493;4
AN;CP106;95,0589;4
AN;CP106;93,4428;4
AN;CP106;69,0111;4
AN;CP106;95,6223;4
AN;CP106;93,5879;4
AN;CP106;86,5927;4
AN;CP106;88,6747;4
AN;CP106;94,9632;4
AN;CP106;95,8386;4
AN;CP106;89,6394;4
AN;CP106;76,3541;4
AN;CP106;81,4865;4
AN;CP106;90,1334;4
AN;CP106;89,6916;4
AN;CP106;86,4656;4
AN;CP106;92,7776;4
AN;CP106;93,1972;4
AN;CP106;97,3435;4
AN;CP106;96,0604;4
AN;CP106;93,0084;4
AN;CP106;79,8246;4
AN;CP106;80,4384;4
AN;CP106;85,756;4
AN;CP106;98,2214;4
AN;CP106;80,021;4
AN;CP106;97,0814;4
AN;CP106;95,0333;4
AN;CP106;87,6983;4
AN;CP106;80,9178;4
AN;CP106;91,0434;4
AN;CP106;86,9873;4
AN;CP106;85,5185;4
AN;CP106;92,0807;4
AN;CP106;81,0456;4
AN;CP106;94,68;4
AN;CP106;83,0411;4
AN;CP106;75,4051;4
AN;CP106;91,311;4
AN;CP106;80,1685;4
AN;CP106;96,8027;4
AN;CP106;90,8877;4
AN;CP106;83,31;4
AN;CP106;78,073;4
AN;CP106;84,2964;4
AN;CP106;91,0501;4
AN;CP106;92,2417;4
AN;CP106;91,2889;4
AN;CP106;83,7613;4
AN;CP106;95,3412;4
AN;CP106;90,795;4
AN;CP106;89,7895;4
AN;CP106;88,3863;4
AN;CP106;93,7403;4
AN;CP106;96,1202;4
AN;CP106;92,2687;4
AN;CP106;91,5703;4
AN;CP106;96,0218;4
AN;CP106;93,0751;4
AN;CP106;99,2372;4
AN;CP106;95,2995;4
AN;CP106;95,6407;4
AN;CP106;92,7989;4
AN;CP106;76,7131;4
AN;CP106;95,1869;4
AN;CP106;98,6832;4
AN;CP106;95,4209;4
AN;CP106;82,986;4
AN;CP106;92,5783;4
AN;CP106;83,3182;4
AN;CP106;88,6989;4
AN;CP106;92,5664;4
AN;CP106;93,1969;4
AN;CP106;85,2679;4
AN;CP106;92,1921;4
AN;CP106;82,5999;4
AN;CP106;96,5625;4
AN;CP106;92,8401;4
AN;CP106;84,8166;4
AN;CP106;93,5298;4
AN;CP106;95,3238;4
AN;CP106;94,3642;4
AN;CP106;90,5954;4
AN;CP106;94,6698;4
AN;CP106;92,9248;4
AN;CP106;87,4333;4
AN;CP106;90,6071;4
AN;CP106;93,6426;4
AN;CP106;94,4005;4
AN;CP106;97,9606;4
AN;CP106;89,0201;4
AN;CP106;98,6164;4
AN;CP106;94,2172;4
AN;CP106;91,4374;4
AN;CP106;89,3356;4
AN;CP106;95,2602;4
AN;CP106;94,2799;4
AN;CP106;99,3743;4
AN;CP106;91,1599;4
AN;CP106;97,2666;4
AN;CP106;82,9512;4
AN;CP106;70,5245;4
AN;CP106;94,0808;4
AN;CP106;94,5022;4
AN;CP106;87,0186;4
AN;CP106;89,1128;4
AN;CP106;91,5077;4
AN;CP106;94,4185;4
AN;CP106;91,6387;4
AN;CP106;95,9783;4
AN;CP106;96,8375;4
AN;CP106;71,982;4
AN;CP106;77,8987;4
AN;CP106;92,122;4
AN;CP106;88,5905;4
AN;CP106;99,1842;4
AN;CP106;96,8453;4
AN;CP106;84,565;4
AN;CP106;96,9723;4
AN;CP106;84,9955;4
AN;CP106;92,6742;4
AN;CP106;92,0346;4
AN;CP106;88,2396;4
AN;CP106;95,8263;4
AN;CP106;92,9595;4
AN;CP106;95,6795;4
AN;CP106;92,3422;4
AN;CP106;87,0909;4
AN;CP106;95,8312;4
AN;CP106;96,3013;4
AN;CP106;81,5287;4
AN;CP106;88,6399;4
AN;CP106;89,7132;4
AN;CP106;87,5871;4
AN;CP106;93,8573;4
AN;CP106;93,4529;4
AN;CP106;94,2235;4
AN;CP106;76,1691;4
AN;CP106;79,8257;4
AN;CP106;83,8584;4
AN;CP106;98,5962;4
AN;CP106;89,5212;4
AN;CP106;92,7676;4
AN;CP106;96,7978;4
AN;CP106;96,5006;4
AN;CP106;90,8299;4
AN;CP106;93,6015;4
AN;CP106;88,456;4
AN;CP106;94,8008;4
AN;CP106;82,1645;4
AN;CP106;50,7007;4
AN;CP106;88,9338;4
AN;CP106;66,6107;4
AN;CP106;92,9316;4
AN;CP106;86,455;4
AN;CP106;81,3636;4
AN;CP106;95,5377;4
AN;CP106;54,5698;4
AN;CP106;93,9154;4
AN;CP106;84,6594;4
AN;CP106;99,9593;4
AN;CP106;58,6882;4
AN;CP106;85,1322;4
AN;CP106;95,7773;4
AN;CP106;84,2354;4
AN;CP106;88,1319;4
AN;CP106;94,6015;4
AN;CP106;88,2238;4
AN;CP106;67,3701;4
AN;CP106;89,1973;4
AN;CP106;74,9291;4
AN;CP106;73,5337;4
AN;CP106;78,408;4
AN;CP106;86,5187;4
AN;CP106;91,9094;4
AN;CP106;90,9923;4
AN;CP106;78,8965;4
AN;CP106;78,5383;4
AN;CP106;75,7411;4
AN;CP106;95,6101;4
AN;CP106;89,8673;4
AN;CP106;93,6768;4
AN;CP106;82,4078;4
AN;CP106;60,8836;4
AN;CP106;96,7989;4
AN;CP106;92,8315;4
AN;CP106;93,3094;4
AN;CP106;84,59;4
AN;CP106;87,9867;4
AN;CP106;69,9602;4
AN;CP106;95,4962;4
AN;CP106;88,9926;4
AN;CP106;88,1133;4
AN;CP106;92,1524;4
AN;CP106;84,1515;4
AN;CP106;84,1504;4
AN;CP106;74,5941;4
AN;CP106;96,7768;4
AN;CP106;64,7968;4
AN;CP106;88,6231;4
AN;CP106;94,0207;4
AN;CP106;89,0508;4
AN;CP106;88,8893;4
AN;CP106;91,0565;4
AN;CP106;92,0773;4
AN;CP106;78,8375;4
AN;CP106;81,3299;4
AN;CP106;71,8275;4
AN;CP106;91,3957;4
AN;CP106;65,9038;4
AN;CP106;96,4379;4
AN;CP106;86,7801;4
AN;CP106;94,1835;4
AN;CP106;78,7182;4
AN;CP106;88,247;4
AN;CP106;84,9098;4
AN;CP106;88,5583;4
AN;CP106;78,3974;4
AN;CP106;75,5135;4
AN;CP106;89,5556;4
AN;CP106;82,7839;4
AN;CP106;87,3202;4
AN;CP106;90,3283;4
AN;CP106;94,0642;4
AN;CP106;80,208;4
AN;CP106;97,9961;4
AN;CP106;87,2753;4
AN;CP106;78,3046;4
AN;CP106;90,0042;4
AN;CP106;94,6785;4
AN;CP106;77,2559;4
AN;CP106;85,4206;4
AN;CP106;94,0076;4
AN;CP106;71,3847;4
AN;CP106;93,7623;4
AN;CP106;87,1484;4
AN;CP106;67,539;4
AN;CP106;98,4018;4
AN;CP106;97,6481;4
AN;CP106;73,5781;4
AN;CP106;87,6542;4
AN;CP106;89,0778;4
AN;CP106;81,4985;4
AN;CP106;87,6779;4
AN;CP106;61,5385;4
AN;CP106;96,0135;4
AN;CP106;95,3782;4
AN;CP106;92,8203;4
AN;CP106;94,7464;4
AN;CP106;88,1764;4
AN;CP106;68,8738;4
AN;CP106;70,5394;4
AN;CP106;90,8837;4
AN;CP106;98,7574;4
AN;CP106;71,5914;4
AN;CP106;84,9773;4
AN;CP106;94,7967;4
AN;CP106;98,0124;4
AN;CP106;96,5968;4
AN;CP106;94,1331;4
AN;CP106;67,689;4
AN;CP106;92,2992;4
AN;CP106;94,415;4
AN;CP106;85,5927;4
AN;CP106;98,6316;4
AN;CP106;98,4573;4
AN;CP106;96,0256;4
AN;CP106;94,3092;4
AN;CP106;96,2049;4
AN;CP106;99,4381;4
AN;CP106;96,4914;4
AN;CP106;91,4453;4
AN;CP106;98,9276;4
AN;CP106;94,6089;4
AN;CP106;85,773;4
AN;CP106;75,5077;4
AN;CP106;82,7701;4
AN;CP106;99,9911;4
AN;CP106;97,3848;4
AN;CP106;81,7167;4
AN;CP106;97,1561;4
AN;CP106;98,9123;4
AN;CP106;97,8276;4
AN;CP106;91,5517;4
AN;CP106;85,5542;4
AN;CP106;96,2639;4
AN;CP106;72,0509;4
AN;CP106;97,0474;4
AN;CP106;98,8612;4
AN;CP106;97,5772;4
AN;CP106;97,6595;4
AN;CP106;84,2888;4
AN;CP106;63,9878;4
AN;CP106;93,8963;4
AN;CP106;96,8244;4
AN;CP106;98,6685;4
AN;CP106;95,966;4
AN;CP106;97,9504;4
AN;CP106;93,9742;4
AN;CP106;98,9694;4
AN;CP106;78,9608;4
AN;CP106;92,844;4
AN;CP106;95,5257;4
AN;CP106;99,2269;4
AN;CP106;98,1246;4
AN;CP106;92,7479;4
AN;CP106;78,7799;4
AN;CP106;98,8078;4
AN;CP106;79,3711;4
AN;CP106;81,1398;4
AN;CP106;98,9763;4
AN;CP106;87,3839;4
AN;CP106;97,1786;4
AN;CP106;82,3275;4
AN;CP106;96,6102;4
AN;CP106;76,2757;4
AN;CP106;82,6045;4
AN;CP106;94,69;4
AN;CP106;80,3691;4
AN;CP106;95,7877;4
AN;CP106;95,7143;4
AN;CP106;93,5578;4
AN;CP106;95,5989;4
AN;CP106;95,7196;4
AN;CP106;93,4352;4
AN;CP106;90,6469;4
AN;CP106;88,5725;4
AN;CP106;85,9367;4
AN;CP106;81,8112;4
AN;CP106;95,7155;4
AN;CP106;78,9972;4
AN;CP106;85,5386;4
AN;CP106;94,785;4
AN;CP106;59,2721;4
AN;CP106;68,2809;4
AN;CP106;92,9919;4
AN;CP106;74,4645;4
AN;CP106;94,9097;4
AN;CP106;84,5361;4
AN;CP106;88,4903;4
AN;CP106;90,7621;4
AN;CP106;89,0548;4
AN;CP106;84,9381;4
AN;CP106;93,8643;4
AN;CP106;95,4029;4
AN;CP106;41,5884;4
AN;CP106;85,1562;4
AN;CP106;81,7004;4
AN;CP106;71,3902;4
AN;CP106;95,4879;4
AN;CP106;90,5763;4
AN;CP106;69,4636;4
AN;CP106;92,7186;4
AN;CP106;95,3547;4
AN;CP106;88,9757;4
AN;CP106;96,6849;4
AN;CP106;99,8829;4
AN;CP106;88,1728;4
AN;CP106;97,896;4
AN;CP106;65,8292;4
AN;CP106;70,816;4
AN;CP106;96,5119;4
AN;CP106;86,3578;4
AN;CP106;85,1343;4
AN;CP106;73,4239;4
NN;CP106;49,492;4
NN;CP106;67,297;4
NN;CP106;74,153;4
NN;CP106;77,067;4
NN;CP106;80,671;4
NN;CP106;81,495;4
NN;CP106;82,124;4
NN;CP106;83,447;4
NN;CP106;83,549;4
NN;CP106;84,772;4
NN;CP106;87,777;4
NN;CP106;88,259;4
NN;CP106;88,709;4
NN;CP106;89,243;4
NN;CP106;89,312;4
NN;CP106;91,074;4
NN;CP106;91,661;4
NN;CP106;92,127;4
NN;CP106;92,339;4
NN;CP106;92,387;4
NN;CP106;93,046;4
NN;CP106;93,538;4
NN;CP106;95,137;4
NN;CP106;95,559;4
NN;CP106;95,689;4
NN;CP106;95,968;4
NN;CP106;96,199;4
NN;CP106;96,931;4
NN;CP106;96,979;4
NN;CP106;99,449;4
NN;CP106;35,4741;4
NN;CP106;45,7132;4
NN;CP106;56,8496;4
NN;CP106;57,2435;4
NN;CP106;60,2134;4
NN;CP106;65,0706;4
NN;CP106;65,2661;4
NN;CP106;65,7128;4
NN;CP106;65,8498;4
NN;CP106;66,7814;4
NN;CP106;67,5261;4
NN;CP106;67,7596;4
NN;CP106;70,4096;4
NN;CP106;71,3011;4
NN;CP106;71,9611;4
NN;CP106;72,0594;4
NN;CP106;73,6809;4
NN;CP106;73,7872;4
NN;CP106;73,8439;4
NN;CP106;74,2558;4
NN;CP106;75,1469;4
NN;CP106;75,9987;4
NN;CP106;76,1993;4
NN;CP106;76,3006;4
NN;CP106;76,4303;4
NN;CP106;76,4632;4
NN;CP106;76,7695;4
NN;CP106;77,3838;4
NN;CP106;77,8871;4
NN;CP106;78,0589;4
NN;CP106;78,1566;4
NN;CP106;78,2126;4
NN;CP106;78,3745;4
NN;CP106;78,5283;4
NN;CP106;79,4105;4
NN;CP106;79,5771;4
NN;CP106;79,6865;4
NN;CP106;79,9074;4
NN;CP106;79,9742;4
NN;CP106;80,0412;4
NN;CP106;80,6244;4
NN;CP106;80,6657;4
NN;CP106;81,1188;4
NN;CP106;81,4232;4
NN;CP106;81,4866;4
NN;CP106;81,6961;4
NN;CP106;81,9385;4
NN;CP106;81,9781;4
NN;CP106;82,1579;4
NN;CP106;82,1583;4
NN;CP106;82,2286;4
NN;CP106;82,3191;4
NN;CP106;82,4306;4
NN;CP106;82,4559;4
NN;CP106;82,4628;4
NN;CP106;82,5476;4
NN;CP106;82,6386;4
NN;CP106;82,6607;4
NN;CP106;82,8574;4
NN;CP106;83,0954;4
NN;CP106;83,2227;4
NN;CP106;83,2961;4
NN;CP106;83,3489;4
NN;CP106;83,5428;4
NN;CP106;84,1011;4
NN;CP106;84,1249;4
NN;CP106;84,2689;4
NN;CP106;84,4718;4
NN;CP106;84,5122;4
NN;CP106;84,6079;4
NN;CP106;84,8286;4
NN;CP106;84,9013;4
NN;CP106;84,9339;4
NN;CP106;84,9403;4
NN;CP106;85,0778;4
NN;CP106;85,1073;4
NN;CP106;85,2579;4
NN;CP106;85,2583;4
NN;CP106;85,4285;4
NN;CP106;85,4752;4
NN;CP106;85,6508;4
NN;CP106;85,7036;4
NN;CP106;85,7505;4
NN;CP106;85,8345;4
NN;CP106;85,8909;4
NN;CP106;86,0178;4
NN;CP106;86,1086;4
NN;CP106;86,1876;4
NN;CP106;86,5358;4
NN;CP106;86,6095;4
NN;CP106;86,6495;4
NN;CP106;86,7205;4
NN;CP106;86,7717;4
NN;CP106;86,7727;4
NN;CP106;86,9365;4
NN;CP106;86,9401;4
NN;CP106;86,9618;4
NN;CP106;87,0745;4
NN;CP106;87,0858;4
NN;CP106;87,1594;4
NN;CP106;87,1776;4
NN;CP106;87,2245;4
NN;CP106;87,2859;4
NN;CP106;87,2926;4
NN;CP106;87,3007;4
NN;CP106;87,4398;4
NN;CP106;87,4475;4
NN;CP106;87,4497;4
NN;CP106;87,6737;4
NN;CP106;87,6795;4
NN;CP106;87,6985;4
NN;CP106;87,7225;4
NN;CP106;87,8041;4
NN;CP106;87,8109;4
NN;CP106;87,8495;4
NN;CP106;87,8627;4
NN;CP106;87,8983;4
NN;CP106;87,9068;4
NN;CP106;88,0041;4
NN;CP106;88,0753;4
NN;CP106;88,0934;4
NN;CP106;88,1385;4
NN;CP106;88,1809;4
NN;CP106;88,2067;4
NN;CP106;88,2278;4
NN;CP106;88,2415;4
NN;CP106;88,3253;4
NN;CP106;88,4317;4
NN;CP106;88,4539;4
NN;CP106;88,4712;4
NN;CP106;88,5819;4
NN;CP106;88,7122;4
NN;CP106;88,8942;4
NN;CP106;88,8951;4
NN;CP106;88,9174;4
NN;CP106;89,0099;4
NN;CP106;89,0258;4
NN;CP106;89,0527;4
NN;CP106;89,1036;4
NN;CP106;89,1096;4
NN;CP106;89,1444;4
NN;CP106;89,1464;4
NN;CP106;89,3911;4
NN;CP106;89,4084;4
NN;CP106;89,4919;4
NN;CP106;89,5101;4
NN;CP106;89,5512;4
NN;CP106;89,6412;4
NN;CP106;89,6597;4
NN;CP106;89,7429;4
NN;CP106;89,7596;4
NN;CP106;89,7726;4
NN;CP106;89,8031;4
NN;CP106;89,8291;4
NN;CP106;89,8469;4
NN;CP106;89,8825;4
NN;CP106;89,9183;4
NN;CP106;89,9309;4
NN;CP106;89,9448;4
NN;CP106;89,9538;4
NN;CP106;89,9764;4
NN;CP106;90,0037;4
NN;CP106;90,0147;4
NN;CP106;90,0372;4
NN;CP106;90,1408;4
NN;CP106;90,3057;4
NN;CP106;90,3453;4
NN;CP106;90,3495;4
NN;CP106;90,3635;4
NN;CP106;90,3936;4
NN;CP106;90,4094;4
NN;CP106;90,4772;4
NN;CP106;90,5104;4
NN;CP106;90,5366;4
NN;CP106;90,5734;4
NN;CP106;90,6218;4
NN;CP106;90,7319;4
NN;CP106;90,7472;4
NN;CP106;90,8255;4
NN;CP106;90,8287;4
NN;CP106;90,8541;4
NN;CP106;90,8666;4
NN;CP106;90,8713;4
NN;CP106;90,9216;4
NN;CP106;90,9228;4
NN;CP106;90,9603;4
NN;CP106;90,9891;4
NN;CP106;90,9972;4
NN;CP106;91,0274;4
NN;CP106;91,0978;4
NN;CP106;91,1067;4
NN;CP106;91,1555;4
NN;CP106;91,1615;4
NN;CP106;91,1989;4
NN;CP106;91,2086;4
NN;CP106;91,2112;4
NN;CP106;91,2676;4
NN;CP106;91,3705;4
NN;CP106;91,4688;4
NN;CP106;91,4844;4
NN;CP106;91,4929;4
NN;CP106;91,5056;4
NN;CP106;91,5336;4
NN;CP106;91,5451;4
NN;CP106;91,5633;4
NN;CP106;91,6548;4
NN;CP106;91,6608;4
NN;CP106;91,6647;4
NN;CP106;91,7101;4
NN;CP106;91,7245;4
NN;CP106;91,7489;4
NN;CP106;91,7489;4
NN;CP106;91,7515;4
NN;CP106;91,7517;4
NN;CP106;91,7724;4
NN;CP106;91,7746;4
NN;CP106;91,8263;4
NN;CP106;91,8681;4
NN;CP106;91,9112;4
NN;CP106;91,9136;4
NN;CP106;91,9232;4
NN;CP106;91,9376;4
NN;CP106;91,9985;4
NN;CP106;92,0059;4
NN;CP106;92,0445;4
NN;CP106;92,0875;4
NN;CP106;92,0914;4
NN;CP106;92,1751;4
NN;CP106;92,2145;4
NN;CP106;92,2177;4
NN;CP106;92,2188;4
NN;CP106;92,2523;4
NN;CP106;92,3114;4
NN;CP106;92,3458;4
NN;CP106;92,4022;4
NN;CP106;92,4659;4
NN;CP106;92,4748;4
NN;CP106;92,5506;4
NN;CP106;92,5565;4
NN;CP106;92,5679;4
NN;CP106;92,6486;4
NN;CP106;92,7479;4
NN;CP106;92,7487;4
NN;CP106;92,7635;4
NN;CP106;92,7727;4
NN;CP106;92,8136;4
NN;CP106;92,8578;4
NN;CP106;92,9711;4
NN;CP106;92,9996;4
NN;CP106;93,0225;4
NN;CP106;93,0301;4
NN;CP106;93,0577;4
NN;CP106;93,1768;4
NN;CP106;93,2269;4
NN;CP106;93,2364;4
NN;CP106;93,3044;4
NN;CP106;93,3278;4
NN;CP106;93,3283;4
NN;CP106;93,3799;4
NN;CP106;93,4455;4
NN;CP106;93,4511;4
NN;CP106;93,4645;4
NN;CP106;93,6994;4
NN;CP106;93,7151;4
NN;CP106;93,7449;4
NN;CP106;93,7757;4
NN;CP106;93,7835;4
NN;CP106;93,8335;4
NN;CP106;93,8462;4
NN;CP106;93,8909;4
NN;CP106;93,9704;4
NN;CP106;93,9867;4
NN;CP106;94,0225;4
NN;CP106;94,0805;4
NN;CP106;94,1257;4
NN;CP106;94,1604;4
NN;CP106;94,1844;4
NN;CP106;94,2606;4
NN;CP106;94,2608;4
NN;CP106;94,3127;4
NN;CP106;94,3171;4
NN;CP106;94,3545;4
NN;CP106;94,3801;4
NN;CP106;94,3937;4
NN;CP106;94,4243;4
NN;CP106;94,4737;4
NN;CP106;94,4776;4
NN;CP106;94,5759;4
NN;CP106;94,5918;4
NN;CP106;94,7048;4
NN;CP106;94,7145;4
NN;CP106;94,7356;4
NN;CP106;94,7405;4
NN;CP106;94,7467;4
NN;CP106;94,7972;4
NN;CP106;94,8629;4
NN;CP106;94,9413;4
NN;CP106;95,0033;4
NN;CP106;95,0359;4
NN;CP106;95,0943;4
NN;CP106;95,1205;4
NN;CP106;95,1208;4
NN;CP106;95,1276;4
NN;CP106;95,2088;4
NN;CP106;95,2139;4
NN;CP106;95,2724;4
NN;CP106;95,3054;4
NN;CP106;95,3518;4
NN;CP106;95,3518;4
NN;CP106;95,4332;4
NN;CP106;95,4645;4
NN;CP106;95,5028;4
NN;CP106;95,5498;4
NN;CP106;95,7979;4
NN;CP106;95,8078;4
NN;CP106;95,8974;4
NN;CP106;96,0347;4
NN;CP106;96,2537;4
NN;CP106;96,2667;4
NN;CP106;96,2673;4
NN;CP106;96,3875;4
NN;CP106;96,3892;4
NN;CP106;96,4258;4
NN;CP106;96,4357;4
NN;CP106;96,4554;4
NN;CP106;96,5593;4
NN;CP106;96,7017;4
NN;CP106;96,7738;4
NN;CP106;96,7884;4
NN;CP106;96,8295;4
NN;CP106;96,8648;4
NN;CP106;96,9562;4
NN;CP106;96,9906;4
NN;CP106;97,0757;4
NN;CP106;97,1127;4
NN;CP106;97,1547;4
NN;CP106;97,1909;4
NN;CP106;97,1964;4
NN;CP106;97,2186;4
NN;CP106;97,2253;4
NN;CP106;97,2657;4
NN;CP106;97,3611;4
NN;CP106;97,6421;4
NN;CP106;97,6924;4
NN;CP106;97,7346;4
NN;CP106;97,7948;4
NN;CP106;97,9241;4
NN;CP106;97,9704;4
NN;CP106;98,2772;4
NN;CP106;98,3387;4
NN;CP106;98,4508;4
NN;CP106;98,5221;4
NN;CP106;98,5736;4
NN;CP106;98,7704;4
NN;CP106;98,8307;4
NN;CP106;98,9604;4
NN;CP106;99,0334;4
NN;CP106;99,3718;4
NN;CP106;99,6561;4
NN;CP106;99,7117;4
NN;CP106;99,7139;4
NN;CP106;99,7947;4
NN;CP106;99,7998;4
NN;CP106;99,9763;4
NN;CP106;99,9926;4
NN;CP106;99,9935;4
NN;CP106;99,9941;4
NN;CP106;99,9941;4
NN;CP106;99,9969;4
NN;CP106;65,05;4
NN;CP106;81,31;4
NN;CP106;92,39;4
NN;CP106;94,44;4
NN;CP106;95,72;4
NN;CP105;99,9322;4
NN;CP105;97,2396;4
NN;CP105;96,7957;4
NN;CP105;96,2452;4
NN;CP105;96,0656;4
NN;CP105;95,4784;4
NN;CP105;99,9678;4
NN;CP105;99,2382;4
NN;CP105;98,6811;4
NN;CP105;98,4793;4
NN;CP105;98,4288;4
NN;CP105;97,7057;4
NN;CP105;97,0106;4
NN;CP105;99,998;4
NN;CP105;99,9278;4
NN;CP105;95,346;4
NN;CP105;99,7257;4
NN;CP105;99,4735;4
NN;CP105;99,3046;4
NN;CP105;98,4102;4
NN;CP105;96,5291;4
NN;CP105;98,492;4
NN;CP105;94,662;4
NN;CP105;99,03;4
NN;CP105;99,8266;4
NN;CP105;99,4287;4
NN;CP105;98,4819;4
